truck_id,date,gallons_filled,cost_per_gallon,odometer_reading,fuel_station_id
T-0038,2026-03-25,34.8,3.69,57093,FS-4297
T-0043,2026-03-21,19.3,4.07,227491,FS-4643
T-0050,2026-03-15,27.0,4.46,91224,FS-1240
T-0044,2026-03-15,78.6,4.42,124436,FS-9337
T-0050,2026-03-25,51.1,4.57,75287,FS-6318
T-0005,2026-03-17,14.0,4.26,114106,FS-2239
T-0002,2026-03-22,46.8,3.59,271525,FS-5277
T-0017,2026-04-05,68.7,4.59,256349,FS-5277
T-0030,2026-03-15,31.2,3.62,61065,FS-2503
T-0034,2026-04-03,68.6,3.34,193208,FS-8550
T-0017,2026-03-15,21.8,3.67,276384,FS-5648
T-0048,2026-03-31,79.8,3.6,68681,FS-5203
T-0028,2026-04-01,72.8,4.17,295882,FS-7692
T-0043,2026-03-27,18.2,3.14,24429,FS-9670
T-0039,2026-04-03,75.0,4.72,137036,FS-8397
T-0002,2026-03-15,54.9,4.29,109687,FS-5613
T-0014,2026-03-19,51.2,4.01,256510,FS-3016
T-0022,2026-04-02,23.3,3.12,68536,FS-6546
T-0027,2026-03-22,44.1,3.25,286511,FS-9234
T-0014,2026-03-19,74.7,4.7,220695,FS-9234
T-0049,2026-04-03,73.6,3.33,92897,FS-1307
T-0037,2026-03-21,51.7,4.1,245919,FS-1330
T-0049,2026-03-19,35.6,3.65,271020,FS-3657
T-0047,2026-03-30,25.4,3.61,225998,FS-1330
T-0009,2026-03-26,53.9,4.74,295169,FS-7441
T-0038,2026-04-05,20.6,3.17,219241,FS-4643
T-0032,2026-03-21,14.8,4.5,87767,FS-6465
T-0024,2026-04-05,15.9,3.34,178481,FS-1307
T-0010,2026-03-31,26.9,4.29,259597,FS-9754
T-0037,2026-03-25,64.0,4.64,200243,FS-7805
T-0010,2026-03-28,52.6,3.82,54570,FS-7563
T-0045,2026-03-24,46.2,4.71,89592,FS-8170
T-0035,2026-03-17,17.0,3.71,297979,FS-3520
T-0034,2026-04-05,38.6,3.77,149518,FS-1582
T-0017,2026-04-02,14.9,4.77,55891,FS-1892
T-0015,2026-03-23,21.8,3.38,94486,FS-4643
T-0042,2026-03-16,35.1,4.65,259957,FS-8969
T-0045,2026-03-15,49.3,4.02,133636,FS-5195
T-0043,2026-03-31,52.4,4.78,240269,FS-9062
T-0043,2026-03-23,46.8,3.85,212431,FS-2845
T-0032,2026-04-01,45.5,4.28,173508,FS-9385
T-0046,2026-03-19,66.6,4.34,93288,FS-5424
T-0034,2026-03-20,62.1,3.3,246245,FS-5424
T-0011,2026-03-26,43.3,3.22,196684,FS-6181
T-0021,2026-03-30,22.7,3.74,97730,FS-3014
T-0006,2026-03-29,62.2,3.85,60889,FS-6482
T-0043,2026-03-30,32.8,3.14,151449,FS-3014
T-0046,2026-03-30,78.4,3.45,156845,FS-3845
T-0012,2026-04-04,30.5,3.1,200772,FS-9134
T-0034,2026-03-29,23.8,3.99,111050,FS-1582
T-0011,2026-03-26,59.4,3.42,16534,FS-4139
T-0003,2026-03-23,23.1,4.02,233717,FS-5195
T-0046,2026-04-05,17.7,4.1,185588,FS-7707
T-0023,2026-03-29,54.5,3.98,230296,FS-7225
T-0048,2026-03-27,41.1,3.26,178055,FS-3443
T-0049,2026-03-31,22.9,4.1,132891,FS-8797
T-0015,2026-03-21,58.9,4.32,206448,FS-5415
T-0048,2026-03-30,71.0,3.53,293307,FS-4643
T-0030,2026-03-26,48.5,4.65,208884,FS-3014
T-0020,2026-03-15,63.0,4.16,75163,FS-9670
T-0001,2026-03-30,10.7,3.74,220437,FS-8571
T-0037,2026-04-05,30.6,4.24,83801,FS-3113
T-0006,2026-03-22,55.0,4.74,57836,FS-7563
T-0020,2026-03-16,48.3,3.78,219413,FS-1582
T-0041,2026-03-24,41.6,4.8,157730,FS-7500
T-0019,2026-03-21,13.5,3.68,253300,FS-9385
T-0026,2026-03-27,21.6,4.69,61375,FS-3380
T-0031,2026-03-29,58.5,3.53,247764,FS-6465
T-0043,2026-03-30,57.9,3.36,81702,FS-4643
T-0050,2026-03-22,51.2,4.09,162581,FS-6318
T-0015,2026-04-05,52.0,3.52,37335,FS-3380
T-0005,2026-04-02,32.4,3.65,128858,FS-6181
T-0026,2026-04-02,44.7,3.63,128612,FS-9754
T-0049,2026-03-28,34.4,4.42,148206,FS-3380
T-0046,2026-04-03,65.5,4.4,121064,FS-4643
T-0045,2026-03-29,52.8,3.55,218027,FS-2033
T-0026,2026-03-19,21.9,4.26,294865,FS-5203
T-0029,2026-03-19,58.6,3.36,121208,FS-8397
T-0031,2026-04-05,16.9,3.56,86284,FS-1307
T-0025,2026-04-02,32.9,4.19,176697,FS-6278
T-0044,2026-04-05,11.0,4.81,85043,FS-3231
T-0012,2026-03-18,46.3,3.92,216257,FS-5648
T-0023,2026-03-18,40.4,3.22,263910,FS-8797
T-0045,2026-03-31,50.8,3.76,63068,FS-8969
T-0010,2026-04-02,41.3,3.24,123186,FS-1175
T-0032,2026-03-21,44.8,4.31,184414,FS-4643
T-0029,2026-03-27,79.8,3.31,276696,FS-1330
T-0045,2026-03-23,13.0,4.09,102696,FS-6482
T-0008,2026-03-29,78.8,4.8,239968,FS-3016
T-0003,2026-04-05,51.0,3.59,133363,FS-2373
T-0045,2026-03-31,74.0,3.32,18658,FS-5415
T-0026,2026-03-27,21.7,4.01,170823,FS-3174
T-0033,2026-03-18,19.4,3.49,149022,FS-9234
T-0001,2026-04-04,46.6,3.65,168903,FS-3016
T-0008,2026-04-01,51.7,3.99,219850,FS-3014
T-0005,2026-04-02,23.0,3.86,139013,FS-4427
T-0012,2026-04-01,73.9,3.27,39505,FS-5608
T-0024,2026-04-05,40.9,3.13,155166,FS-5648
T-0021,2026-03-28,29.7,4.84,26820,FS-7441
T-0026,2026-03-29,58.7,3.54,184711,FS-9361
T-0030,2026-04-01,24.7,4.63,37340,FS-7018
T-0007,2026-04-03,30.3,4.6,69173,FS-9175
T-0019,2026-03-24,42.8,3.77,285333,FS-3195
T-0003,2026-03-24,37.1,3.12,268092,FS-1029
T-0027,2026-03-22,24.8,3.9,197735,FS-1672
T-0034,2026-03-20,76.2,4.61,127644,FS-4139
T-0049,2026-03-15,73.7,3.25,82157,FS-7563
T-0042,2026-03-21,56.6,3.86,222247,FS-9062
T-0018,2026-03-20,18.4,3.64,71550,FS-8571
T-0044,2026-03-17,68.3,4.56,275529,FS-8850
T-0007,2026-04-05,19.4,3.93,154856,FS-4297
T-0049,2026-03-20,10.8,4.51,162866,FS-6465
T-0023,2026-04-04,50.6,4.78,26418,FS-1892
T-0034,2026-03-21,73.8,3.9,83477,FS-9175
T-0036,2026-03-30,10.3,3.53,219053,FS-7441
T-0038,2026-03-24,57.0,4.47,83745,FS-3443
T-0036,2026-03-28,73.9,3.83,157762,FS-3443
T-0040,2026-03-27,24.1,3.41,151474,FS-5277
T-0050,2026-03-21,27.4,4.22,66758,FS-3195
T-0044,2026-04-03,79.9,3.33,83293,FS-9361
T-0008,2026-03-27,64.0,3.25,211364,FS-4427
T-0027,2026-03-22,76.1,3.32,267767,FS-9337
T-0020,2026-03-18,17.9,4.48,131973,FS-1683
T-0024,2026-03-18,47.5,3.97,195526,FS-5424
T-0030,2026-03-17,16.2,4.42,129752,FS-2359
T-0019,2026-03-18,40.9,3.6,179282,FS-9019
T-0044,2026-03-31,65.1,4.12,96957,FS-6546
T-0024,2026-03-24,24.7,4.56,221009,FS-5613
T-0021,2026-04-05,74.1,3.61,188977,FS-7225
T-0036,2026-03-21,58.5,4.3,199771,FS-4427
T-0033,2026-03-17,60.2,3.13,94622,FS-9457
T-0009,2026-03-16,12.1,3.37,210303,FS-7692
T-0009,2026-04-04,11.0,4.78,123056,FS-2239
T-0010,2026-04-02,20.2,3.42,193471,FS-2989
T-0005,2026-04-02,80.0,3.76,163344,FS-1946
T-0029,2026-03-30,38.8,3.9,198286,FS-6181
T-0025,2026-04-05,66.6,3.37,294988,FS-7805
T-0030,2026-03-27,67.5,4.08,92234,FS-7636
T-0001,2026-04-04,39.6,3.56,258367,FS-7018
T-0044,2026-03-22,37.6,4.18,294672,FS-8550
T-0011,2026-03-18,54.8,3.14,173832,FS-1175
T-0009,2026-03-22,17.4,3.46,63343,FS-9134
T-0048,2026-04-03,76.5,4.7,158286,FS-7047
T-0021,2026-03-15,29.1,3.74,68935,FS-3520
T-0039,2026-03-19,46.7,3.31,192853,FS-1240
T-0043,2026-03-29,20.2,4.38,184540,FS-7805
T-0045,2026-04-03,10.4,3.84,87207,FS-3657
T-0038,2026-03-19,28.8,4.24,234317,FS-4297
T-0006,2026-03-31,31.7,3.76,176942,FS-9670
T-0009,2026-03-17,76.3,3.65,113225,FS-9062
T-0001,2026-03-25,11.5,4.6,289208,FS-9134
T-0050,2026-03-31,14.4,3.63,17735,FS-6546
T-0023,2026-03-19,56.7,3.3,183217,FS-9337
T-0024,2026-04-02,42.0,4.54,209534,FS-6318
T-0001,2026-03-20,61.8,4.85,26475,FS-1394
T-0023,2026-04-01,51.3,3.74,195314,FS-9088
T-0020,2026-03-31,69.5,3.99,297756,FS-9419
T-0021,2026-03-21,70.2,4.8,259701,FS-1394
T-0006,2026-04-01,32.1,4.47,233731,FS-1307
T-0003,2026-03-26,68.4,4.75,108273,FS-4643
T-0043,2026-04-02,32.6,3.16,63514,FS-3016
T-0010,2026-04-05,43.9,4.01,251929,FS-5415
T-0005,2026-03-31,35.0,3.23,50155,FS-7636
T-0043,2026-03-27,16.3,4.38,140642,FS-6181
T-0019,2026-03-26,32.6,3.86,107629,FS-6546
T-0019,2026-04-03,45.8,3.15,139940,FS-5277
T-0037,2026-03-28,58.7,3.95,149655,FS-3113
T-0018,2026-04-02,29.7,4.43,153576,FS-7500
T-0048,2026-03-28,31.5,3.45,60019,FS-5277
T-0011,2026-04-05,10.1,3.31,90441,FS-6278
T-0024,2026-03-29,40.9,4.01,191990,FS-8170
T-0028,2026-03-22,28.3,4.48,84489,FS-4733
T-0028,2026-03-30,38.4,3.84,229443,FS-3813
T-0023,2026-03-17,79.0,3.77,156067,FS-7018
T-0041,2026-03-31,78.0,3.53,168457,FS-5424
T-0026,2026-03-23,27.8,3.47,207019,FS-2989
T-0015,2026-04-03,49.6,4.16,124254,FS-5424
T-0044,2026-04-05,57.3,3.6,63760,FS-9134
T-0043,2026-03-17,48.6,4.12,76577,FS-7441
T-0014,2026-03-22,23.6,3.22,93896,FS-9670
T-0037,2026-03-18,59.6,3.27,133544,FS-9361
T-0022,2026-03-26,26.3,3.63,287631,FS-5613
T-0002,2026-03-24,52.9,4.34,22741,FS-8571
T-0048,2026-04-01,21.9,3.83,169836,FS-3195
T-0021,2026-04-04,11.3,4.7,227639,FS-9754
T-0039,2026-03-17,21.4,4.43,240158,FS-5613
T-0006,2026-03-17,50.3,4.55,60079,FS-7563
T-0012,2026-03-23,57.5,3.51,157266,FS-1342
T-0042,2026-03-19,64.7,3.5,87460,FS-1029
T-0050,2026-04-05,38.0,3.25,157172,FS-2359
T-0002,2026-03-24,49.0,3.93,106238,FS-3014
T-0003,2026-03-27,42.5,4.03,279177,FS-2239
T-0012,2026-03-26,23.5,4.84,49590,FS-8065
T-0019,2026-04-02,54.3,3.4,129744,FS-7441
T-0049,2026-03-28,64.5,4.33,71270,FS-7563
T-0023,2026-04-03,41.1,4.65,182607,FS-5277
T-0003,2026-03-16,75.3,4.55,41721,FS-6370
T-0037,2026-04-04,24.2,3.78,255158,FS-9519
T-0011,2026-03-29,47.4,3.29,77256,FS-1175
T-0046,2026-03-16,53.7,3.7,279062,FS-6318
T-0003,2026-03-20,60.2,3.96,74947,FS-2989
T-0018,2026-03-20,14.2,4.26,130633,FS-3231
T-0021,2026-03-17,58.1,3.1,136698,FS-5314
T-0007,2026-03-15,47.4,3.97,123255,FS-1764
T-0015,2026-04-02,15.4,4.6,186937,FS-1892
T-0006,2026-03-22,49.8,3.87,26489,FS-7707
T-0012,2026-04-03,19.7,4.19,130618,FS-3380
T-0036,2026-04-02,59.8,4.37,280048,FS-9088
T-0050,2026-03-21,26.2,3.28,105705,FS-2373
T-0045,2026-03-23,35.6,3.74,136874,FS-6482
T-0003,2026-03-23,50.0,4.77,54462,FS-4643
T-0013,2026-03-18,69.3,4.01,146341,FS-1683
T-0009,2026-03-19,39.8,4.09,164673,FS-5648
T-0017,2026-03-24,46.9,3.54,143502,FS-1330
T-0006,2026-03-31,40.8,4.59,178039,FS-1582
T-0014,2026-03-23,10.5,3.66,140475,FS-9754
T-0019,2026-03-23,44.1,4.72,62334,FS-1303
T-0044,2026-03-21,19.1,3.93,248733,FS-6535
T-0008,2026-03-25,64.2,4.71,294405,FS-5608
T-0043,2026-03-15,56.6,4.47,227403,FS-9019
T-0013,2026-03-21,32.0,4.67,69472,FS-3014
T-0020,2026-03-25,58.3,3.68,216344,FS-4297
T-0005,2026-03-24,72.9,4.84,48394,FS-4297
T-0042,2026-03-30,41.3,3.32,230332,FS-1764
T-0023,2026-03-25,27.7,4.12,216726,FS-1946
T-0008,2026-03-27,10.9,4.1,194035,FS-3845
T-0032,2026-03-19,37.3,4.38,58725,FS-3845
T-0008,2026-04-04,25.3,4.47,297267,FS-3520
T-0012,2026-03-22,72.5,3.62,78920,FS-7636
T-0002,2026-03-28,63.8,4.2,143576,FS-4427
T-0047,2026-03-25,33.2,4.76,123671,FS-5195
T-0006,2026-04-02,68.7,3.77,149511,FS-5424
T-0001,2026-03-17,39.1,3.69,109005,FS-2939
T-0035,2026-03-16,54.9,4.24,147999,FS-9457
T-0034,2026-03-25,73.9,4.26,53757,FS-1849
T-0024,2026-04-03,18.7,3.41,231840,FS-5195
T-0023,2026-03-24,48.1,4.52,81378,FS-8397
T-0011,2026-03-27,13.9,3.28,34689,FS-7018
T-0046,2026-03-21,19.4,4.71,129375,FS-1582
T-0002,2026-03-15,29.2,3.24,232087,FS-1342
T-0038,2026-03-27,77.9,4.01,261039,FS-5613
T-0045,2026-03-31,29.6,3.56,275080,FS-1342
T-0036,2026-03-28,64.4,4.52,93553,FS-9419
T-0039,2026-03-23,44.7,4.75,235803,FS-3113
T-0038,2026-03-16,42.8,4.54,66048,FS-9385
T-0012,2026-04-04,33.8,3.2,102451,FS-5602
T-0008,2026-04-04,72.5,3.38,60533,FS-4857
T-0020,2026-04-04,11.4,3.65,245484,FS-6465
T-0019,2026-03-24,73.3,4.42,128303,FS-1175
T-0025,2026-04-04,54.2,4.23,238772,FS-7027
T-0049,2026-03-20,32.9,3.96,184986,FS-1029
T-0024,2026-03-28,25.7,4.77,182231,FS-2939
T-0018,2026-03-25,77.3,4.43,112253,FS-3845
T-0021,2026-03-31,18.7,4.64,148264,FS-5415
T-0038,2026-03-20,37.5,4.67,193451,FS-7018
T-0011,2026-03-20,31.4,4.5,168194,FS-7047
T-0047,2026-03-25,37.1,4.17,92886,FS-4139
T-0003,2026-03-17,76.7,3.24,296149,FS-7047
T-0023,2026-03-27,44.1,3.72,20670,FS-2503
T-0028,2026-03-28,11.3,4.24,107021,FS-2841
T-0018,2026-03-19,30.7,3.62,98229,FS-4857
T-0010,2026-03-19,29.9,3.68,267536,FS-8571
T-0014,2026-03-21,39.2,3.37,280321,FS-3380
T-0013,2026-03-23,43.5,4.48,147439,FS-2239
T-0012,2026-03-24,33.7,4.8,72401,FS-7196
T-0012,2026-03-30,56.6,4.44,86450,FS-2373
T-0035,2026-04-03,53.2,4.14,35937,FS-2033
T-0050,2026-03-28,45.6,4.17,154624,FS-9457
T-0038,2026-03-24,79.8,4.65,175037,FS-6535
T-0009,2026-03-28,38.3,3.7,203501,FS-1672
T-0025,2026-03-22,47.2,4.25,173333,FS-9361
T-0035,2026-03-15,16.1,4.17,34239,FS-9670
T-0017,2026-03-26,35.7,3.6,265158,FS-7441
T-0041,2026-03-26,67.0,3.94,69711,FS-7805
T-0049,2026-03-22,27.5,3.41,119449,FS-5195
T-0008,2026-04-04,13.1,3.57,194403,FS-2373
T-0020,2026-04-01,58.0,3.39,67653,FS-4857
T-0044,2026-03-22,44.2,4.52,154563,FS-2841
T-0031,2026-04-03,60.7,4.1,274474,FS-9457
T-0034,2026-03-17,40.6,3.71,241817,FS-6181
T-0049,2026-03-16,60.9,3.31,165256,FS-3845
T-0034,2026-03-16,50.2,4.55,299232,FS-6535
T-0050,2026-03-28,45.3,4.15,159579,FS-9519
T-0037,2026-03-17,36.7,3.65,258299,FS-7225
T-0014,2026-03-26,41.1,3.98,151609,FS-4724
T-0006,2026-03-25,64.7,3.99,26876,FS-5415
T-0002,2026-03-24,12.8,4.79,69476,FS-6482
T-0012,2026-03-20,22.7,4.08,123289,FS-4724
T-0012,2026-03-18,18.5,4.17,24414,FS-3014
T-0043,2026-03-28,60.4,3.95,282935,FS-6482
T-0013,2026-03-20,64.6,4.44,194357,FS-4139
T-0009,2026-03-30,32.4,3.72,206549,FS-6546
T-0041,2026-03-30,63.1,4.03,297369,FS-5277
T-0025,2026-04-04,12.8,3.98,228310,FS-4643
T-0021,2026-03-31,44.3,3.97,273300,FS-5195
T-0024,2026-03-24,13.9,4.72,108687,FS-1582
T-0006,2026-03-28,79.2,3.59,189335,FS-1946
T-0026,2026-03-19,58.8,3.38,161057,FS-5203
T-0030,2026-03-16,77.1,4.13,210078,FS-1683
T-0029,2026-03-29,41.3,3.86,238893,FS-1394
T-0023,2026-03-17,24.9,3.2,294039,FS-9457
T-0037,2026-03-27,40.0,4.8,56139,FS-5277
T-0009,2026-03-28,78.6,4.11,205359,FS-4733
T-0020,2026-03-28,60.7,3.78,132015,FS-5424
T-0007,2026-03-22,22.3,4.76,248895,FS-8850
T-0009,2026-03-18,33.7,3.26,78499,FS-8550
T-0046,2026-04-01,47.0,3.54,267391,FS-4733
T-0014,2026-03-28,32.7,4.8,134017,FS-4733
T-0050,2026-03-26,36.5,4.75,183577,FS-3657
T-0050,2026-03-26,78.1,4.05,154487,FS-3813
T-0008,2026-03-24,63.4,3.95,143469,FS-3113
T-0045,2026-03-15,27.2,4.3,47435,FS-1683
T-0030,2026-03-22,42.6,4.28,145006,FS-9088
T-0011,2026-03-29,38.5,4.03,245375,FS-2359
T-0018,2026-04-04,76.3,3.72,278671,FS-8969
T-0001,2026-03-29,36.8,4.06,247834,FS-7027
T-0050,2026-03-20,15.0,4.35,90462,FS-7805
T-0020,2026-03-21,36.4,4.42,213258,FS-2033
T-0006,2026-03-19,39.3,3.13,81522,FS-7047
T-0003,2026-03-18,20.5,3.97,88346,FS-6181
T-0034,2026-03-19,44.0,4.45,40805,FS-1764
T-0020,2026-03-18,64.6,4.36,197650,FS-4643
T-0038,2026-04-05,79.3,4.11,85708,FS-9337
T-0019,2026-03-23,45.2,3.68,265223,FS-9457
T-0038,2026-03-22,60.0,4.28,128808,FS-5195
T-0007,2026-03-27,45.9,4.56,158456,FS-8850
T-0042,2026-04-03,79.7,4.72,164239,FS-2841
T-0011,2026-03-20,47.6,4.36,87639,FS-7196
T-0041,2026-04-03,22.0,3.3,22767,FS-9419
T-0034,2026-04-01,25.1,4.53,23983,FS-5602
T-0043,2026-03-22,74.9,3.59,18540,FS-3657
T-0018,2026-03-15,58.7,3.2,166630,FS-4427
T-0028,2026-04-02,53.5,4.07,130344,FS-1683
T-0008,2026-03-28,68.9,4.24,288512,FS-9385
T-0012,2026-03-22,37.9,4.07,294382,FS-7692
T-0049,2026-04-04,33.6,3.32,298994,FS-3231
T-0014,2026-03-25,58.1,3.91,240963,FS-9175
T-0019,2026-03-29,75.1,3.18,217492,FS-6370
T-0005,2026-04-03,42.6,4.34,116373,FS-4427
T-0038,2026-03-17,78.1,3.56,209087,FS-6535
T-0043,2026-03-20,20.7,4.17,79425,FS-3443
T-0006,2026-03-30,47.2,3.48,210803,FS-5602
T-0049,2026-03-30,10.3,3.66,144702,FS-6546
T-0018,2026-03-21,61.7,4.42,80601,FS-5608
T-0003,2026-03-21,60.7,3.69,123171,FS-8797
T-0030,2026-04-05,40.9,4.0,249502,FS-5608
T-0001,2026-03-26,44.4,3.38,275303,FS-9457
T-0035,2026-04-05,36.5,4.76,193877,FS-2989
T-0012,2026-03-27,57.3,3.84,21465,FS-1342
T-0024,2026-04-04,77.9,3.5,131661,FS-7636
T-0049,2026-03-24,58.7,3.7,181439,FS-9419
T-0025,2026-03-20,64.8,4.68,79613,FS-1892
T-0025,2026-03-21,14.6,3.4,262056,FS-7707
T-0021,2026-03-31,78.6,4.41,78144,FS-7563
T-0036,2026-03-31,72.6,3.74,252473,FS-4427
T-0006,2026-03-20,23.1,3.31,267094,FS-6465
T-0045,2026-03-26,70.0,4.56,212168,FS-7027
T-0006,2026-03-31,53.9,3.51,76400,FS-8170
T-0005,2026-03-30,33.0,4.43,157854,FS-6535
T-0017,2026-04-03,46.3,4.14,21053,FS-3016
T-0040,2026-03-23,51.8,4.41,85420,FS-2239
T-0044,2026-04-04,48.1,3.74,136535,FS-7500
T-0043,2026-03-17,34.4,4.4,297780,FS-7196
T-0043,2026-03-27,33.4,4.37,83257,FS-7636
T-0023,2026-03-24,53.5,4.21,166502,FS-8065
T-0002,2026-04-02,47.6,3.55,177424,FS-4857
T-0010,2026-03-20,38.7,3.89,264992,FS-5415
T-0025,2026-03-28,27.8,4.67,95028,FS-9337
T-0005,2026-03-20,20.4,4.39,84971,FS-1764
T-0021,2026-04-04,44.9,4.27,220733,FS-1946
T-0049,2026-03-18,68.7,3.79,166909,FS-1946
T-0008,2026-04-01,22.0,4.16,18875,FS-1764
T-0007,2026-03-20,70.1,4.34,240275,FS-9361
T-0013,2026-04-01,27.2,3.86,162443,FS-3016
T-0002,2026-03-21,62.5,3.92,290988,FS-7692
T-0004,2026-04-04,44.7,4.21,269471,FS-1175
T-0005,2026-03-27,63.3,4.83,168520,FS-8571
T-0036,2026-03-15,74.7,3.63,17284,FS-5195
T-0028,2026-03-23,30.4,3.83,102827,FS-2503
T-0050,2026-03-17,12.1,3.6,38867,FS-9134
T-0027,2026-03-31,63.5,4.4,162582,FS-2373
T-0044,2026-03-30,27.3,4.61,150290,FS-3657
T-0025,2026-04-03,74.6,4.33,266427,FS-2373
T-0018,2026-03-27,63.1,4.71,44283,FS-3016
T-0007,2026-03-29,71.2,3.86,108256,FS-7027
T-0039,2026-04-04,59.0,4.6,63438,FS-9175
T-0014,2026-03-23,16.4,3.65,90532,FS-1394
T-0049,2026-03-18,17.2,3.54,45376,FS-5314
T-0003,2026-03-16,72.8,3.99,286897,FS-8571
T-0008,2026-03-23,36.7,4.66,194690,FS-1342
T-0019,2026-03-22,64.0,3.7,52457,FS-7196
T-0043,2026-03-29,79.1,4.42,280688,FS-1240
T-0015,2026-04-04,55.4,3.97,84608,FS-3014
T-0042,2026-03-21,76.9,4.42,43523,FS-2359
T-0023,2026-04-05,68.6,3.9,129748,FS-3231
T-0049,2026-03-29,57.0,4.55,143982,FS-3657
T-0037,2026-03-15,78.7,4.16,279604,FS-3380
T-0039,2026-03-16,45.1,4.0,23153,FS-2939
T-0038,2026-03-26,48.4,4.51,205171,FS-4427
T-0007,2026-04-01,66.5,3.28,145858,FS-9385
T-0031,2026-03-31,40.0,3.18,82921,FS-9234
T-0048,2026-03-31,78.0,3.82,187849,FS-5415
T-0008,2026-03-31,54.2,3.34,248543,FS-9134
T-0004,2026-04-01,59.8,3.82,115998,FS-5613
T-0023,2026-03-30,32.9,4.45,214044,FS-2989
T-0007,2026-03-24,58.5,4.73,203568,FS-7805
T-0040,2026-03-22,42.5,4.4,156015,FS-9337
T-0006,2026-04-05,28.3,3.72,50874,FS-9457
T-0027,2026-03-26,23.5,3.1,89988,FS-5415
T-0037,2026-03-26,73.1,3.14,163763,FS-5613
T-0047,2026-03-22,42.0,3.97,16943,FS-7692
T-0041,2026-03-16,43.0,3.92,261673,FS-2033
T-0011,2026-03-25,60.0,4.67,277592,FS-3113
T-0002,2026-03-26,26.8,4.82,34253,FS-1307
T-0013,2026-03-24,73.6,3.57,71976,FS-4643
T-0027,2026-04-05,19.6,3.33,38032,FS-1946
T-0001,2026-03-21,73.3,3.59,45442,FS-6181
T-0016,2026-03-19,67.1,4.1,89575,FS-4297
T-0005,2026-03-23,64.7,4.14,261853,FS-5314
T-0010,2026-03-24,68.5,3.78,156793,FS-6482
T-0040,2026-04-05,72.7,4.38,127218,FS-9062
T-0034,2026-03-16,69.7,3.32,221143,FS-7441
T-0008,2026-03-19,37.2,4.22,61977,FS-9754
T-0050,2026-03-27,57.3,4.37,187744,FS-6181
T-0038,2026-03-31,63.3,4.77,128106,FS-8571
T-0005,2026-03-21,62.0,3.89,49351,FS-9088
T-0013,2026-03-22,35.5,3.28,51560,FS-5648
T-0043,2026-03-21,79.5,3.38,193972,FS-2841
T-0008,2026-04-02,34.9,4.1,259353,FS-4297
T-0050,2026-04-05,61.9,4.55,284380,FS-7636
T-0006,2026-03-17,38.4,3.94,269215,FS-8969
T-0034,2026-04-03,60.2,4.05,263344,FS-5608
T-0040,2026-03-30,16.4,4.03,16120,FS-2359
T-0034,2026-04-03,52.8,3.33,28893,FS-9019
T-0030,2026-03-21,15.0,3.25,149453,FS-1764
T-0039,2026-03-28,15.3,4.33,109373,FS-9385
T-0006,2026-03-28,11.9,4.72,84901,FS-7692
T-0018,2026-04-03,79.8,4.62,100705,FS-4139
T-0023,2026-03-22,29.7,3.75,64019,FS-3657
T-0043,2026-03-21,79.9,4.82,58112,FS-3231
T-0034,2026-03-27,58.7,4.68,99916,FS-1240
T-0003,2026-04-02,18.0,3.76,77742,FS-9457
T-0040,2026-04-03,76.3,3.62,78546,FS-9088
T-0020,2026-04-03,33.7,4.3,182990,FS-2845
T-0046,2026-03-21,63.6,3.43,244646,FS-3443
T-0025,2026-03-16,13.0,4.18,88933,FS-7027
T-0041,2026-03-22,37.4,3.72,69614,FS-7500
T-0010,2026-03-20,18.8,3.89,158813,FS-7047
T-0024,2026-03-31,13.9,3.41,114188,FS-3195
T-0037,2026-03-28,14.0,4.04,75951,FS-2359
T-0043,2026-04-04,78.8,4.62,226232,FS-1683
T-0033,2026-03-25,70.0,4.73,119372,FS-7500
T-0016,2026-04-02,38.4,4.71,75816,FS-9337
T-0011,2026-03-20,55.0,4.15,119774,FS-8797
T-0048,2026-03-20,58.2,4.63,124316,FS-9134
T-0046,2026-03-26,72.8,4.73,270404,FS-2845
T-0042,2026-03-28,78.8,4.51,264362,FS-8550
T-0006,2026-03-31,24.1,4.09,235159,FS-2503
T-0044,2026-04-02,34.4,4.27,176179,FS-3174
T-0049,2026-03-28,35.7,4.08,75813,FS-4427
T-0029,2026-04-05,44.3,3.19,289817,FS-7196
T-0038,2026-04-04,78.3,3.44,37623,FS-4724
T-0003,2026-03-21,24.3,4.5,73770,FS-1849
T-0050,2026-03-26,42.1,3.1,231489,FS-6482
T-0043,2026-03-30,75.4,4.52,218430,FS-3231
T-0014,2026-04-01,31.6,3.87,240297,FS-5314
T-0041,2026-04-05,43.3,3.53,145024,FS-1394
T-0021,2026-04-05,57.3,3.82,112495,FS-1342
T-0039,2026-03-15,20.5,3.65,249603,FS-8969
T-0024,2026-04-04,24.5,3.29,277098,FS-8850
T-0018,2026-03-30,25.5,3.25,192407,FS-2373
T-0034,2026-03-26,29.0,3.61,117440,FS-5277
T-0036,2026-03-15,61.5,3.28,119343,FS-6278
T-0044,2026-03-18,30.2,3.14,196292,FS-5195
T-0050,2026-04-02,42.2,4.36,36360,FS-7636
T-0011,2026-03-15,32.0,4.59,35425,FS-3174
T-0021,2026-03-27,35.3,3.57,152271,FS-6278
T-0029,2026-04-04,21.2,4.16,143032,FS-6181
T-0003,2026-03-19,62.4,4.57,90758,FS-8158
T-0031,2026-03-27,62.9,4.65,151191,FS-7500
T-0017,2026-03-18,79.4,4.01,78897,FS-6278
